gebeurtenisdatum,gebeurtenisjaar,stationid,duur_uur,neerslaghoeveelheid_mmuur,terugkeertijd_jaar,stationnaam
1972-07-19 19:00:00,1972,210,1,21.6,2,Valkenburg
1972-07-20 21:00:00,1972,210,1,22.8,2,Valkenburg
1982-06-22 20:00:00,1982,210,1,21.9,2,Valkenburg
1986-05-20 21:00:00,1986,210,1,25.0,2,Valkenburg
1988-08-10 22:00:00,1988,210,1,22.7,2,Valkenburg
1988-08-25 01:00:00,1988,210,1,25.4,2,Valkenburg
1992-06-01 16:00:00,1992,210,1,21.8,2,Valkenburg
1992-08-22 18:00:00,1992,210,1,22.4,2,Valkenburg
1995-07-09 03:00:00,1995,210,1,20.8,2,Valkenburg
2007-06-14 16:00:00,2007,210,1,20.6,2,Valkenburg
2010-08-26 08:00:00,2010,210,1,23.5,2,Valkenburg
1982-06-22 20:00:00,1982,210,2,34.6,2,Valkenburg
1986-05-20 22:00:00,1986,210,2,34.9,2,Valkenburg
1988-08-10 23:00:00,1988,210,2,28.1,2,Valkenburg
1988-08-25 02:00:00,1988,210,2,33.5,2,Valkenburg
1991-07-08 02:00:00,1991,210,2,24.4,2,Valkenburg
1995-07-09 04:00:00,1995,210,2,29.5,2,Valkenburg
2004-07-02 07:00:00,2004,210,2,26.7,2,Valkenburg
2004-08-21 03:00:00,2004,210,2,24.4,2,Valkenburg
2006-08-14 10:00:00,2006,210,2,24.9,2,Valkenburg
2008-08-07 14:00:00,2008,210,2,25.0,2,Valkenburg
2010-08-26 08:00:00,2010,210,2,34.2,2,Valkenburg
1981-10-04 11:00:00,1981,210,4,29.1,2,Valkenburg
1982-06-22 21:00:00,1982,210,4,35.8,2,Valkenburg
1986-05-20 22:00:00,1986,210,4,34.9,2,Valkenburg
1988-08-11 01:00:00,1988,210,4,28.8,2,Valkenburg
1988-08-25 03:00:00,1988,210,4,36.5,2,Valkenburg
1991-07-08 03:00:00,1991,210,4,39.1,2,Valkenburg
1995-07-09 04:00:00,1995,210,4,29.5,2,Valkenburg
2006-08-14 10:00:00,2006,210,4,37.7,2,Valkenburg
2007-06-14 19:00:00,2007,210,4,29.7,2,Valkenburg
2010-08-26 09:00:00,2010,210,4,42.6,2,Valkenburg
1981-10-04 12:00:00,1981,210,8,34.1,2,Valkenburg
1982-06-22 21:00:00,1982,210,8,47.5,2,Valkenburg
1986-05-21 03:00:00,1986,210,8,35.1,2,Valkenburg
1988-08-25 07:00:00,1988,210,8,37.1,2,Valkenburg
1991-07-08 04:00:00,1991,210,8,44.0,2,Valkenburg
2001-09-19 16:00:00,2001,210,8,42.3,2,Valkenburg
2002-08-24 18:00:00,2002,210,8,37.0,2,Valkenburg
2004-08-20 11:00:00,2004,210,8,41.9,2,Valkenburg
2006-08-14 12:00:00,2006,210,8,42.4,2,Valkenburg
2007-06-14 21:00:00,2007,210,8,36.8,2,Valkenburg
2008-08-07 14:00:00,2008,210,8,39.9,2,Valkenburg
2009-05-26 03:00:00,2009,210,8,35.0,2,Valkenburg
2010-08-26 13:00:00,2010,210,8,52.6,2,Valkenburg
2011-07-14 16:00:00,2011,210,8,39.0,2,Valkenburg
2014-07-28 12:00:00,2014,210,8,35.9,2,Valkenburg
1982-06-22 21:00:00,1982,210,12,48.1,2,Valkenburg
1982-10-10 09:00:00,1982,210,12,37.7,2,Valkenburg
1983-11-27 12:00:00,1983,210,12,42.3,2,Valkenburg
1987-11-19 19:00:00,1987,210,12,36.9,2,Valkenburg
1988-08-25 10:00:00,1988,210,12,37.2,2,Valkenburg
1991-07-08 05:00:00,1991,210,12,44.0,2,Valkenburg
2001-09-19 18:00:00,2001,210,12,50.6,2,Valkenburg
2002-08-20 18:00:00,2002,210,12,37.2,2,Valkenburg
2002-08-24 18:00:00,2002,210,12,43.6,2,Valkenburg
2004-08-20 16:00:00,2004,210,12,43.3,2,Valkenburg
2005-07-04 14:00:00,2005,210,12,36.7,2,Valkenburg
2006-08-14 17:00:00,2006,210,12,43.1,2,Valkenburg
2007-06-15 01:00:00,2007,210,12,36.8,2,Valkenburg
2008-08-07 14:00:00,2008,210,12,39.9,2,Valkenburg
2009-05-26 05:00:00,2009,210,12,39.5,2,Valkenburg
2010-08-26 13:00:00,2010,210,12,56.8,2,Valkenburg
2011-07-14 20:00:00,2011,210,12,51.2,2,Valkenburg
1982-06-22 21:00:00,1982,210,24,51.4,2,Valkenburg
1983-11-27 15:00:00,1983,210,24,51.4,2,Valkenburg
1999-10-04 19:00:00,1999,210,24,48.2,2,Valkenburg
2000-11-10 13:00:00,2000,210,24,47.9,2,Valkenburg
2001-09-20 01:00:00,2001,210,24,55.3,2,Valkenburg
2004-08-21 04:00:00,2004,210,24,68.0,2,Valkenburg
2010-08-26 15:00:00,2010,210,24,65.8,2,Valkenburg
2011-07-14 23:00:00,2011,210,24,67.5,2,Valkenburg
2013-10-13 18:00:00,2013,210,24,49.7,2,Valkenburg
1983-11-27 15:00:00,1983,210,48,65.3,2,Valkenburg
1998-09-14 20:00:00,1998,210,48,65.7,2,Valkenburg
2000-11-10 18:00:00,2000,210,48,71.9,2,Valkenburg
2001-09-21 04:00:00,2001,210,48,69.6,2,Valkenburg
2004-08-21 06:00:00,2004,210,48,71.4,2,Valkenburg
2010-08-27 11:00:00,2010,210,48,75.5,2,Valkenburg
2011-07-14 23:00:00,2011,210,48,72.3,2,Valkenburg
2013-10-13 16:00:00,2013,210,48,61.8,2,Valkenburg
1982-10-10 09:00:00,1982,210,72,73.3,2,Valkenburg
1983-11-28 17:00:00,1983,210,72,68.1,2,Valkenburg
1987-07-18 01:00:00,1987,210,72,85.4,2,Valkenburg
1998-09-15 03:00:00,1998,210,72,73.8,2,Valkenburg
1999-10-06 04:00:00,1999,210,72,67.8,2,Valkenburg
2000-11-10 16:00:00,2000,210,72,98.9,2,Valkenburg
2001-09-20 00:00:00,2001,210,72,83.3,2,Valkenburg
2004-08-22 14:00:00,2004,210,72,77.5,2,Valkenburg
2008-07-10 14:00:00,2008,210,72,76.7,2,Valkenburg
2010-08-27 10:00:00,2010,210,72,80.0,2,Valkenburg
2011-07-15 02:00:00,2011,210,72,82.9,2,Valkenburg
2013-10-14 03:00:00,2013,210,72,80.1,2,Valkenburg
1982-10-10 18:00:00,1982,210,96,80.8,2,Valkenburg
1983-09-14 13:00:00,1983,210,96,77.6,2,Valkenburg
1987-07-19 00:00:00,1987,210,96,88.8,2,Valkenburg
1994-09-18 09:00:00,1994,210,96,79.4,2,Valkenburg
1998-09-16 02:00:00,1998,210,96,76.7,2,Valkenburg
2000-11-11 08:00:00,2000,210,96,102.1,2,Valkenburg
2001-09-19 18:00:00,2001,210,96,106.9,2,Valkenburg
2004-08-23 11:00:00,2004,210,96,78.8,2,Valkenburg
2008-07-12 05:00:00,2008,210,96,84.9,2,Valkenburg
2010-08-29 22:00:00,2010,210,96,95.2,2,Valkenburg
2011-07-18 05:00:00,2011,210,96,95.8,2,Valkenburg
2013-10-13 20:00:00,2013,210,96,90.0,2,Valkenburg
1974-10-04 21:00:00,1974,210,192,99.7,2,Valkenburg
1982-10-15 08:00:00,1982,210,192,100.6,2,Valkenburg
1983-09-18 13:00:00,1983,210,192,120.2,2,Valkenburg
1987-07-22 13:00:00,1987,210,192,130.7,2,Valkenburg
1994-09-21 01:00:00,1994,210,192,105.1,2,Valkenburg
1998-09-17 03:00:00,1998,210,192,100.9,2,Valkenburg
1999-10-04 17:00:00,1999,210,192,117.8,2,Valkenburg
2000-11-12 20:00:00,2000,210,192,123.6,2,Valkenburg
2001-09-21 00:00:00,2001,210,192,140.4,2,Valkenburg
2004-08-28 02:00:00,2004,210,192,132.7,2,Valkenburg
2008-07-13 12:00:00,2008,210,192,116.1,2,Valkenburg
2010-08-30 16:00:00,2010,210,192,122.9,2,Valkenburg
2011-07-19 12:00:00,2011,210,192,127.0,2,Valkenburg
2013-10-17 08:00:00,2013,210,192,112.6,2,Valkenburg
1982-06-22 20:00:00,1982,210,2,34.6,5,Valkenburg
1986-05-20 22:00:00,1986,210,2,34.9,5,Valkenburg
1988-08-25 02:00:00,1988,210,2,33.5,5,Valkenburg
2010-08-26 08:00:00,2010,210,2,34.2,5,Valkenburg
1988-08-25 03:00:00,1988,210,4,36.5,5,Valkenburg
1991-07-08 03:00:00,1991,210,4,39.1,5,Valkenburg
2006-08-14 10:00:00,2006,210,4,37.7,5,Valkenburg
2010-08-26 09:00:00,2010,210,4,42.6,5,Valkenburg
1982-06-22 21:00:00,1982,210,8,47.5,5,Valkenburg
1991-07-08 06:00:00,1991,210,8,44.0,5,Valkenburg
2001-09-19 16:00:00,2001,210,8,42.3,5,Valkenburg
2004-08-20 11:00:00,2004,210,8,41.9,5,Valkenburg
2006-08-14 11:00:00,2006,210,8,42.4,5,Valkenburg
2010-08-26 13:00:00,2010,210,8,52.6,5,Valkenburg
1982-06-22 21:00:00,1982,210,12,48.1,5,Valkenburg
2001-09-19 18:00:00,2001,210,12,50.6,5,Valkenburg
2010-08-26 13:00:00,2010,210,12,56.8,5,Valkenburg
2011-07-14 20:00:00,2011,210,12,51.2,5,Valkenburg
2004-08-21 04:00:00,2004,210,24,68.0,5,Valkenburg
2010-08-26 14:00:00,2010,210,24,65.8,5,Valkenburg
2011-07-15 00:00:00,2011,210,24,67.5,5,Valkenburg
2000-11-10 18:00:00,2000,210,48,71.9,5,Valkenburg
2004-08-21 06:00:00,2004,210,48,71.4,5,Valkenburg
2010-08-27 15:00:00,2010,210,48,75.5,5,Valkenburg
2011-07-14 23:00:00,2011,210,48,72.3,5,Valkenburg
1987-07-18 01:00:00,1987,210,72,85.4,5,Valkenburg
2000-11-10 16:00:00,2000,210,72,98.9,5,Valkenburg
2001-09-20 00:00:00,2001,210,72,83.3,5,Valkenburg
2011-07-15 07:00:00,2011,210,72,82.9,5,Valkenburg
1987-07-18 23:00:00,1987,210,96,88.8,5,Valkenburg
2000-11-11 11:00:00,2000,210,96,102.1,5,Valkenburg
2001-09-19 18:00:00,2001,210,96,106.9,5,Valkenburg
2010-08-29 22:00:00,2010,210,96,95.2,5,Valkenburg
2011-07-18 05:00:00,2011,210,96,95.8,5,Valkenburg
2013-10-13 20:00:00,2013,210,96,90.0,5,Valkenburg
1983-09-18 13:00:00,1983,210,192,120.2,5,Valkenburg
1987-07-22 20:00:00,1987,210,192,130.7,5,Valkenburg
1999-10-04 16:00:00,1999,210,192,117.8,5,Valkenburg
2000-11-12 20:00:00,2000,210,192,123.6,5,Valkenburg
2001-09-21 00:00:00,2001,210,192,140.4,5,Valkenburg
2004-08-28 03:00:00,2004,210,192,132.7,5,Valkenburg
2008-07-12 15:00:00,2008,210,192,116.1,5,Valkenburg
2010-08-30 16:00:00,2010,210,192,122.9,5,Valkenburg
2011-07-20 08:00:00,2011,210,192,127.0,5,Valkenburg
2010-08-26 13:00:00,2010,210,8,52.6,10,Valkenburg
2010-08-26 13:00:00,2010,210,12,56.8,10,Valkenburg
2000-11-10 16:00:00,2000,210,72,98.9,10,Valkenburg
2000-11-11 07:00:00,2000,210,96,102.1,10,Valkenburg
2001-09-19 18:00:00,2001,210,96,106.9,10,Valkenburg
1987-07-22 09:00:00,1987,210,192,130.7,10,Valkenburg
2001-09-21 00:00:00,2001,210,192,140.4,10,Valkenburg
2004-08-27 23:00:00,2004,210,192,132.7,10,Valkenburg
2011-07-19 22:00:00,2011,210,192,127.0,10,Valkenburg
2001-09-21 00:00:00,2001,210,192,140.4,20,Valkenburg
1960-07-08 17:00:00,1960,235,1,29.5,2,De_Kooy
1965-07-20 18:00:00,1965,235,1,22.5,2,De_Kooy
1968-08-03 21:00:00,1968,235,1,24.5,2,De_Kooy
1968-08-04 02:00:00,1968,235,1,21.8,2,De_Kooy
1973-07-15 19:00:00,1973,235,1,25.5,2,De_Kooy
1975-06-17 14:00:00,1975,235,1,20.2,2,De_Kooy
1980-07-30 08:00:00,1980,235,1,43.5,2,De_Kooy
1980-08-03 06:00:00,1980,235,1,21.6,2,De_Kooy
1980-08-03 07:00:00,1980,235,1,37.1,2,De_Kooy
1980-08-08 06:00:00,1980,235,1,42.3,2,De_Kooy
1982-06-22 22:00:00,1982,235,1,21.6,2,De_Kooy
1992-08-12 21:00:00,1992,235,1,23.5,2,De_Kooy
2005-07-04 12:00:00,2005,235,1,21.6,2,De_Kooy
2006-06-26 03:00:00,2006,235,1,25.4,2,De_Kooy
2008-10-05 11:00:00,2008,235,1,23.2,2,De_Kooy
2020-08-14 03:00:00,2020,235,1,30.8,2,De_Kooy
2020-08-17 15:00:00,2020,235,1,28.1,2,De_Kooy
1960-07-08 17:00:00,1960,235,2,36.0,2,De_Kooy
1960-12-03 18:00:00,1960,235,2,27.0,2,De_Kooy
1968-08-03 21:00:00,1968,235,2,25.1,2,De_Kooy
1968-08-04 02:00:00,1968,235,2,24.2,2,De_Kooy
1973-07-15 20:00:00,1973,235,2,38.8,2,De_Kooy
1975-06-17 15:00:00,1975,235,2,24.6,2,De_Kooy
1980-07-30 09:00:00,1980,235,2,46.2,2,De_Kooy
1980-08-03 07:00:00,1980,235,2,58.7,2,De_Kooy
1980-08-08 06:00:00,1980,235,2,48.2,2,De_Kooy
1982-06-22 22:00:00,1982,235,2,35.6,2,De_Kooy
1987-08-25 00:00:00,1987,235,2,26.6,2,De_Kooy
1992-08-12 21:00:00,1992,235,2,25.5,2,De_Kooy
1992-08-20 14:00:00,1992,235,2,25.8,2,De_Kooy
2001-08-09 23:00:00,2001,235,2,24.7,2,De_Kooy
2006-06-26 03:00:00,2006,235,2,33.3,2,De_Kooy
2007-07-16 19:00:00,2007,235,2,25.2,2,De_Kooy
2008-10-05 12:00:00,2008,235,2,32.5,2,De_Kooy
2011-06-28 23:00:00,2011,235,2,26.5,2,De_Kooy
2020-08-14 04:00:00,2020,235,2,34.4,2,De_Kooy
2020-08-17 16:00:00,2020,235,2,36.7,2,De_Kooy
2021-06-18 18:00:00,2021,235,2,34.0,2,De_Kooy
2021-06-20 02:00:00,2021,235,2,24.8,2,De_Kooy
1960-07-08 19:00:00,1960,235,4,41.2,2,De_Kooy
1960-12-03 21:00:00,1960,235,4,41.9,2,De_Kooy
1968-08-04 03:00:00,1968,235,4,30.3,2,De_Kooy
1973-07-15 21:00:00,1973,235,4,42.1,2,De_Kooy
1975-06-17 17:00:00,1975,235,4,30.5,2,De_Kooy
1980-07-30 10:00:00,1980,235,4,47.7,2,De_Kooy
1980-08-03 08:00:00,1980,235,4,64.7,2,De_Kooy
1980-08-08 07:00:00,1980,235,4,50.4,2,De_Kooy
1982-06-22 23:00:00,1982,235,4,47.1,2,De_Kooy
1987-07-17 20:00:00,1987,235,4,33.9,2,De_Kooy
1992-08-20 14:00:00,1992,235,4,30.9,2,De_Kooy
2001-08-10 01:00:00,2001,235,4,37.9,2,De_Kooy
2006-06-26 04:00:00,2006,235,4,41.8,2,De_Kooy
2006-08-14 08:00:00,2006,235,4,31.7,2,De_Kooy
2008-08-13 08:00:00,2008,235,4,33.8,2,De_Kooy
2008-10-05 14:00:00,2008,235,4,49.1,2,De_Kooy
2011-06-29 01:00:00,2011,235,4,30.7,2,De_Kooy
2015-09-03 08:00:00,2015,235,4,29.0,2,De_Kooy
2019-06-06 02:00:00,2019,235,4,28.5,2,De_Kooy
2019-06-15 08:00:00,2019,235,4,29.1,2,De_Kooy
2020-08-14 06:00:00,2020,235,4,39.0,2,De_Kooy
2020-08-17 18:00:00,2020,235,4,38.1,2,De_Kooy
2021-06-18 18:00:00,2021,235,4,34.0,2,De_Kooy
2021-06-20 04:00:00,2021,235,4,36.2,2,De_Kooy
2021-10-21 04:00:00,2021,235,4,30.5,2,De_Kooy
1960-07-08 23:00:00,1960,235,8,47.8,2,De_Kooy
1960-12-03 21:00:00,1960,235,8,60.3,2,De_Kooy
1968-08-04 04:00:00,1968,235,8,57.0,2,De_Kooy
1973-07-16 00:00:00,1973,235,8,45.7,2,De_Kooy
1980-07-30 14:00:00,1980,235,8,47.7,2,De_Kooy
1980-08-03 09:00:00,1980,235,8,66.3,2,De_Kooy
1980-08-08 12:00:00,1980,235,8,50.4,2,De_Kooy
1982-06-23 01:00:00,1982,235,8,51.0,2,De_Kooy
1987-07-18 00:00:00,1987,235,8,45.5,2,De_Kooy
1992-08-20 18:00:00,1992,235,8,37.2,2,De_Kooy
1998-08-24 00:00:00,1998,235,8,33.6,2,De_Kooy
2001-08-10 05:00:00,2001,235,8,42.8,2,De_Kooy
2005-07-04 12:00:00,2005,235,8,34.9,2,De_Kooy
2006-06-26 08:00:00,2006,235,8,60.1,2,De_Kooy
2006-08-14 10:00:00,2006,235,8,34.5,2,De_Kooy
2008-08-13 09:00:00,2008,235,8,34.4,2,De_Kooy
2008-10-05 16:00:00,2008,235,8,70.8,2,De_Kooy
2011-06-29 02:00:00,2011,235,8,37.0,2,De_Kooy
2015-09-03 09:00:00,2015,235,8,33.5,2,De_Kooy
2020-08-14 08:00:00,2020,235,8,39.5,2,De_Kooy
2020-08-17 18:00:00,2020,235,8,38.1,2,De_Kooy
2021-06-18 21:00:00,2021,235,8,34.0,2,De_Kooy
2021-06-20 05:00:00,2021,235,8,39.7,2,De_Kooy
2021-10-21 06:00:00,2021,235,8,37.0,2,De_Kooy
2022-08-17 12:00:00,2022,235,8,34.0,2,De_Kooy
1960-07-09 02:00:00,1960,235,12,51.8,2,De_Kooy
1960-12-04 02:00:00,1960,235,12,64.7,2,De_Kooy
1965-12-09 21:00:00,1965,235,12,39.4,2,De_Kooy
1968-08-04 07:00:00,1968,235,12,57.7,2,De_Kooy
1973-07-16 01:00:00,1973,235,12,46.7,2,De_Kooy
1980-07-30 12:00:00,1980,235,12,47.7,2,De_Kooy
1980-08-03 11:00:00,1980,235,12,66.3,2,De_Kooy
1980-08-08 08:00:00,1980,235,12,50.4,2,De_Kooy
1982-06-23 01:00:00,1982,235,12,53.7,2,De_Kooy
1987-07-18 02:00:00,1987,235,12,46.0,2,De_Kooy
1992-08-20 21:00:00,1992,235,12,38.0,2,De_Kooy
2001-08-10 07:00:00,2001,235,12,42.8,2,De_Kooy
2005-07-04 15:00:00,2005,235,12,41.1,2,De_Kooy
2006-06-26 11:00:00,2006,235,12,61.1,2,De_Kooy
2007-01-18 15:00:00,2007,235,12,37.0,2,De_Kooy
2008-10-05 16:00:00,2008,235,12,79.1,2,De_Kooy
2011-06-29 06:00:00,2011,235,12,38.0,2,De_Kooy
2020-08-14 09:00:00,2020,235,12,39.5,2,De_Kooy
2020-08-17 18:00:00,2020,235,12,38.1,2,De_Kooy
2021-06-20 05:00:00,2021,235,12,39.7,2,De_Kooy
2021-10-21 11:00:00,2021,235,12,40.1,2,De_Kooy
2022-08-17 16:00:00,2022,235,12,37.0,2,De_Kooy
1960-07-09 03:00:00,1960,235,24,58.2,2,De_Kooy
1960-10-12 01:00:00,1960,235,24,45.9,2,De_Kooy
1960-12-04 06:00:00,1960,235,24,87.3,2,De_Kooy
1964-10-16 11:00:00,1964,235,24,46.8,2,De_Kooy
1965-12-10 10:00:00,1965,235,24,46.6,2,De_Kooy
1968-08-04 05:00:00,1968,235,24,70.1,2,De_Kooy
1973-07-16 12:00:00,1973,235,24,46.8,2,De_Kooy
1974-09-06 01:00:00,1974,235,24,46.1,2,De_Kooy
1980-07-30 19:00:00,1980,235,24,47.7,2,De_Kooy
1980-08-03 09:00:00,1980,235,24,66.3,2,De_Kooy
1980-08-08 23:00:00,1980,235,24,50.4,2,De_Kooy
1982-06-23 05:00:00,1982,235,24,53.7,2,De_Kooy
1987-07-18 16:00:00,1987,235,24,51.4,2,De_Kooy
1990-09-24 06:00:00,1990,235,24,53.5,2,De_Kooy
1994-09-15 16:00:00,1994,235,24,54.3,2,De_Kooy
2006-06-26 13:00:00,2006,235,24,66.5,2,De_Kooy
2008-10-05 18:00:00,2008,235,24,91.3,2,De_Kooy
2011-07-14 21:00:00,2011,235,24,56.0,2,De_Kooy
2020-08-17 17:00:00,2020,235,24,55.6,2,De_Kooy
2021-06-18 21:00:00,2021,235,24,45.4,2,De_Kooy
1960-07-09 11:00:00,1960,235,48,58.2,2,De_Kooy
1960-10-12 18:00:00,1960,235,48,55.0,2,De_Kooy
1960-12-04 12:00:00,1960,235,48,92.6,2,De_Kooy
1961-09-08 01:00:00,1961,235,48,56.0,2,De_Kooy
1965-12-10 19:00:00,1965,235,48,55.8,2,De_Kooy
1968-08-05 05:00:00,1968,235,48,71.5,2,De_Kooy
1974-09-06 02:00:00,1974,235,48,60.4,2,De_Kooy
1980-08-03 12:00:00,1980,235,48,67.4,2,De_Kooy
1982-06-24 00:00:00,1982,235,48,56.2,2,De_Kooy
1984-11-24 00:00:00,1984,235,48,54.2,2,De_Kooy
1987-07-18 19:00:00,1987,235,48,59.0,2,De_Kooy
1990-09-24 14:00:00,1990,235,48,55.5,2,De_Kooy
1994-09-16 13:00:00,1994,235,48,73.3,2,De_Kooy
2006-06-27 12:00:00,2006,235,48,72.0,2,De_Kooy
2008-10-05 17:00:00,2008,235,48,96.6,2,De_Kooy
2011-07-15 04:00:00,2011,235,48,69.1,2,De_Kooy
2020-08-18 14:00:00,2020,235,48,55.6,2,De_Kooy
2021-06-20 04:00:00,2021,235,48,80.4,2,De_Kooy
1960-07-10 21:00:00,1960,235,72,66.8,2,De_Kooy
1960-10-13 18:00:00,1960,235,72,65.0,2,De_Kooy
1960-12-04 12:00:00,1960,235,72,94.8,2,De_Kooy
1961-09-07 23:00:00,1961,235,72,66.4,2,De_Kooy
1965-12-12 05:00:00,1965,235,72,63.5,2,De_Kooy
1968-08-04 04:00:00,1968,235,72,74.2,2,De_Kooy
1970-09-15 12:00:00,1970,235,72,64.1,2,De_Kooy
1974-09-06 16:00:00,1974,235,72,63.4,2,De_Kooy
1980-08-03 19:00:00,1980,235,72,67.4,2,De_Kooy
1983-09-17 14:00:00,1983,235,72,68.3,2,De_Kooy
1984-11-24 01:00:00,1984,235,72,63.3,2,De_Kooy
1987-07-18 01:00:00,1987,235,72,74.5,2,De_Kooy
1994-09-17 12:00:00,1994,235,72,96.2,2,De_Kooy
2000-11-01 06:00:00,2000,235,72,64.4,2,De_Kooy
2006-06-27 08:00:00,2006,235,72,72.0,2,De_Kooy
2008-10-05 16:00:00,2008,235,72,101.7,2,De_Kooy
2011-07-15 04:00:00,2011,235,72,74.8,2,De_Kooy
2021-06-20 08:00:00,2021,235,72,85.5,2,De_Kooy
1960-07-12 03:00:00,1960,235,96,72.1,2,De_Kooy
1960-10-14 19:00:00,1960,235,96,71.2,2,De_Kooy
1960-12-04 22:00:00,1960,235,96,94.8,2,De_Kooy
1961-09-08 00:00:00,1961,235,96,68.9,2,De_Kooy
1965-12-13 09:00:00,1965,235,96,68.8,2,De_Kooy
1966-12-04 02:00:00,1966,235,96,74.0,2,De_Kooy
1967-11-06 22:00:00,1967,235,96,73.8,2,De_Kooy
1968-08-04 12:00:00,1968,235,96,79.9,2,De_Kooy
1970-09-16 06:00:00,1970,235,96,81.2,2,De_Kooy
1974-09-06 15:00:00,1974,235,96,69.0,2,De_Kooy
1980-08-03 07:00:00,1980,235,96,112.5,2,De_Kooy
1983-09-18 12:00:00,1983,235,96,76.5,2,De_Kooy
1987-07-18 23:00:00,1987,235,96,80.4,2,De_Kooy
1994-09-18 12:00:00,1994,235,96,108.9,2,De_Kooy
1998-10-28 09:00:00,1998,235,96,69.3,2,De_Kooy
2000-11-01 12:00:00,2000,235,96,71.1,2,De_Kooy
2006-06-27 08:00:00,2006,235,96,72.0,2,De_Kooy
2008-10-05 18:00:00,2008,235,96,120.9,2,De_Kooy
2011-07-18 04:00:00,2011,235,96,83.9,2,De_Kooy
2019-10-01 05:00:00,2019,235,96,74.1,2,De_Kooy
2020-08-18 01:00:00,2020,235,96,95.1,2,De_Kooy
2021-06-21 14:00:00,2021,235,96,88.0,2,De_Kooy
1957-11-06 06:00:00,1957,235,192,97.1,2,De_Kooy
1960-12-04 11:00:00,1960,235,192,108.1,2,De_Kooy
1965-12-13 10:00:00,1965,235,192,91.8,2,De_Kooy
1966-12-05 09:00:00,1966,235,192,92.3,2,De_Kooy
1967-11-06 22:00:00,1967,235,192,110.0,2,De_Kooy
1969-08-29 05:00:00,1969,235,192,96.7,2,De_Kooy
1970-09-17 05:00:00,1970,235,192,105.1,2,De_Kooy
1974-09-29 11:00:00,1974,235,192,99.6,2,De_Kooy
1976-12-07 07:00:00,1976,235,192,90.6,2,De_Kooy
1980-08-08 17:00:00,1980,235,192,118.1,2,De_Kooy
1983-09-18 19:00:00,1983,235,192,132.4,2,De_Kooy
1987-07-23 04:00:00,1987,235,192,108.7,2,De_Kooy
1992-10-25 14:00:00,1992,235,192,105.6,2,De_Kooy
1994-09-17 20:00:00,1994,235,192,122.3,2,De_Kooy
1994-10-31 17:00:00,1994,235,192,98.9,2,De_Kooy
1998-11-04 04:00:00,1998,235,192,99.1,2,De_Kooy
1999-10-03 12:00:00,1999,235,192,113.1,2,De_Kooy
2000-11-04 02:00:00,2000,235,192,100.8,2,De_Kooy
2001-08-13 00:00:00,2001,235,192,91.4,2,De_Kooy
2008-10-06 03:00:00,2008,235,192,155.2,2,De_Kooy
2011-07-19 11:00:00,2011,235,192,125.1,2,De_Kooy
2013-09-16 02:00:00,2013,235,192,110.0,2,De_Kooy
2017-09-18 17:00:00,2017,235,192,112.0,2,De_Kooy
2019-06-12 19:00:00,2019,235,192,97.6,2,De_Kooy
2019-10-02 16:00:00,2019,235,192,98.5,2,De_Kooy
2020-08-21 02:00:00,2020,235,192,99.9,2,De_Kooy
1960-07-08 17:00:00,1960,235,1,29.5,5,De_Kooy
1980-07-30 08:00:00,1980,235,1,43.5,5,De_Kooy
1980-08-03 07:00:00,1980,235,1,37.1,5,De_Kooy
1980-08-08 06:00:00,1980,235,1,42.3,5,De_Kooy
2020-08-14 03:00:00,2020,235,1,30.8,5,De_Kooy
2020-08-17 15:00:00,2020,235,1,28.1,5,De_Kooy
1960-07-08 17:00:00,1960,235,2,36.0,5,De_Kooy
1973-07-15 20:00:00,1973,235,2,38.8,5,De_Kooy
1980-07-30 09:00:00,1980,235,2,46.2,5,De_Kooy
1980-08-03 07:00:00,1980,235,2,58.7,5,De_Kooy
1980-08-08 06:00:00,1980,235,2,48.2,5,De_Kooy
1982-06-22 22:00:00,1982,235,2,35.6,5,De_Kooy
2006-06-26 03:00:00,2006,235,2,33.3,5,De_Kooy
2008-10-05 12:00:00,2008,235,2,32.5,5,De_Kooy
2020-08-14 04:00:00,2020,235,2,34.4,5,De_Kooy
2020-08-17 16:00:00,2020,235,2,36.7,5,De_Kooy
2021-06-18 18:00:00,2021,235,2,34.0,5,De_Kooy
1960-07-08 19:00:00,1960,235,4,41.2,5,De_Kooy
1960-12-03 21:00:00,1960,235,4,41.9,5,De_Kooy
1973-07-15 21:00:00,1973,235,4,42.1,5,De_Kooy
1980-07-30 10:00:00,1980,235,4,47.7,5,De_Kooy
1980-08-03 07:00:00,1980,235,4,64.7,5,De_Kooy
1980-08-08 08:00:00,1980,235,4,50.4,5,De_Kooy
1982-06-22 23:00:00,1982,235,4,47.1,5,De_Kooy
2001-08-10 01:00:00,2001,235,4,37.9,5,De_Kooy
2006-06-26 04:00:00,2006,235,4,41.8,5,De_Kooy
2008-10-05 14:00:00,2008,235,4,49.1,5,De_Kooy
2020-08-14 06:00:00,2020,235,4,39.0,5,De_Kooy
2020-08-17 17:00:00,2020,235,4,38.1,5,De_Kooy
2021-06-20 04:00:00,2021,235,4,36.2,5,De_Kooy
1960-07-08 23:00:00,1960,235,8,47.8,5,De_Kooy
1960-12-03 21:00:00,1960,235,8,60.3,5,De_Kooy
1968-08-04 04:00:00,1968,235,8,57.0,5,De_Kooy
1973-07-16 00:00:00,1973,235,8,45.7,5,De_Kooy
