gebeurtenisdatum,gebeurtenisjaar,stationid,duur_uur,neerslaghoeveelheid_mmuur,terugkeertijd_jaar,stationnaam
1979-05-31 05:00:00,1979,350,12,50.1,2,Gilze-Rije
1980-07-20 21:00:00,1980,350,12,65.3,2,Gilze-Rije
1983-04-27 11:00:00,1983,350,12,63.7,2,Gilze-Rije
1983-09-12 19:00:00,1983,350,12,37.1,2,Gilze-Rije
1987-07-30 02:00:00,1987,350,12,38.3,2,Gilze-Rije
1988-09-25 03:00:00,1988,350,12,55.3,2,Gilze-Rije
1993-09-16 18:00:00,1993,350,12,41.5,2,Gilze-Rije
2000-07-29 17:00:00,2000,350,12,37.9,2,Gilze-Rije
2005-07-30 05:00:00,2005,350,12,37.3,2,Gilze-Rije
2005-09-10 02:00:00,2005,350,12,54.6,2,Gilze-Rije
2006-08-14 20:00:00,2006,350,12,40.0,2,Gilze-Rije
2008-07-28 09:00:00,2008,350,12,58.7,2,Gilze-Rije
2009-10-08 03:00:00,2009,350,12,39.9,2,Gilze-Rije
2010-08-27 05:00:00,2010,350,12,47.0,2,Gilze-Rije
2010-11-13 04:00:00,2010,350,12,38.1,2,Gilze-Rije
2011-07-14 21:00:00,2011,350,12,37.8,2,Gilze-Rije
2014-12-27 13:00:00,2014,350,12,39.9,2,Gilze-Rije
2016-05-30 20:00:00,2016,350,12,55.8,2,Gilze-Rije
2016-07-22 12:00:00,2016,350,12,38.7,2,Gilze-Rije
2017-07-12 11:00:00,2017,350,12,41.7,2,Gilze-Rije
2020-06-27 00:00:00,2020,350,12,51.6,2,Gilze-Rije
1979-05-31 06:00:00,1979,350,24,50.1,2,Gilze-Rije
1980-07-21 09:00:00,1980,350,24,72.4,2,Gilze-Rije
1982-06-19 15:00:00,1982,350,24,48.6,2,Gilze-Rije
1983-04-27 14:00:00,1983,350,24,64.3,2,Gilze-Rije
1983-09-12 20:00:00,1983,350,24,53.9,2,Gilze-Rije
1988-09-25 12:00:00,1988,350,24,69.8,2,Gilze-Rije
1993-09-17 05:00:00,1993,350,24,52.3,2,Gilze-Rije
2005-09-10 22:00:00,2005,350,24,80.0,2,Gilze-Rije
2005-11-25 21:00:00,2005,350,24,45.0,2,Gilze-Rije
2008-07-28 18:00:00,2008,350,24,58.7,2,Gilze-Rije
2010-08-26 22:00:00,2010,350,24,50.2,2,Gilze-Rije
2011-07-14 21:00:00,2011,350,24,45.0,2,Gilze-Rije
2013-07-28 00:00:00,2013,350,24,47.8,2,Gilze-Rije
2016-05-30 21:00:00,2016,350,24,58.7,2,Gilze-Rije
2020-06-27 15:00:00,2020,350,24,51.8,2,Gilze-Rije
1979-06-01 15:00:00,1979,350,48,56.5,2,Gilze-Rije
1980-07-21 06:00:00,1980,350,48,77.4,2,Gilze-Rije
1983-04-28 03:00:00,1983,350,48,65.2,2,Gilze-Rije
1983-09-12 23:00:00,1983,350,48,59.3,2,Gilze-Rije
1984-09-09 14:00:00,1984,350,48,61.4,2,Gilze-Rije
1988-09-25 10:00:00,1988,350,48,82.7,2,Gilze-Rije
1993-09-17 11:00:00,1993,350,48,55.2,2,Gilze-Rije
2005-09-11 02:00:00,2005,350,48,80.7,2,Gilze-Rije
2005-11-26 14:00:00,2005,350,48,54.5,2,Gilze-Rije
2008-07-29 22:00:00,2008,350,48,59.6,2,Gilze-Rije
2010-08-27 12:00:00,2010,350,48,58.3,2,Gilze-Rije
2013-09-10 22:00:00,2013,350,48,54.7,2,Gilze-Rije
2016-05-31 08:00:00,2016,350,48,67.9,2,Gilze-Rije
2018-05-01 06:00:00,2018,350,48,57.0,2,Gilze-Rije
1980-07-21 05:00:00,1980,350,72,79.8,2,Gilze-Rije
1982-10-10 04:00:00,1982,350,72,70.2,2,Gilze-Rije
1983-04-29 17:00:00,1983,350,72,69.1,2,Gilze-Rije
1983-09-14 15:00:00,1983,350,72,65.8,2,Gilze-Rije
1984-09-10 14:00:00,1984,350,72,78.8,2,Gilze-Rije
1988-09-26 02:00:00,1988,350,72,85.1,2,Gilze-Rije
1993-09-17 03:00:00,1993,350,72,62.5,2,Gilze-Rije
1994-12-29 21:00:00,1994,350,72,68.0,2,Gilze-Rije
2005-09-12 02:00:00,2005,350,72,80.7,2,Gilze-Rije
2010-08-29 17:00:00,2010,350,72,65.5,2,Gilze-Rije
2010-11-14 11:00:00,2010,350,72,63.6,2,Gilze-Rije
2013-09-11 01:00:00,2013,350,72,62.4,2,Gilze-Rije
2016-06-01 10:00:00,2016,350,72,69.5,2,Gilze-Rije
1980-07-21 17:00:00,1980,350,96,80.7,2,Gilze-Rije
1982-10-11 01:00:00,1982,350,96,70.6,2,Gilze-Rije
1983-04-27 13:00:00,1983,350,96,70.8,2,Gilze-Rije
1983-09-14 09:00:00,1983,350,96,69.1,2,Gilze-Rije
1984-09-11 01:00:00,1984,350,96,91.1,2,Gilze-Rije
1988-09-27 09:00:00,1988,350,96,87.0,2,Gilze-Rije
1991-12-21 17:00:00,1991,350,96,70.2,2,Gilze-Rije
1994-12-30 22:00:00,1994,350,96,74.0,2,Gilze-Rije
2005-09-12 09:00:00,2005,350,96,80.7,2,Gilze-Rije
2010-08-29 17:00:00,2010,350,96,76.6,2,Gilze-Rije
2010-11-13 19:00:00,2010,350,96,68.8,2,Gilze-Rije
2016-06-01 22:00:00,2016,350,96,70.1,2,Gilze-Rije
1977-08-23 21:00:00,1977,350,192,92.7,2,Gilze-Rije
1980-07-21 05:00:00,1980,350,192,93.5,2,Gilze-Rije
1982-10-15 05:00:00,1982,350,192,111.5,2,Gilze-Rije
1983-05-04 14:00:00,1983,350,192,92.6,2,Gilze-Rije
1984-09-15 06:00:00,1984,350,192,115.5,2,Gilze-Rije
1987-07-31 10:00:00,1987,350,192,97.5,2,Gilze-Rije
1995-01-30 00:00:00,1995,350,192,98.4,2,Gilze-Rije
1998-11-01 14:00:00,1998,350,192,112.3,2,Gilze-Rije
2003-01-03 07:00:00,2003,350,192,93.8,2,Gilze-Rije
2005-09-17 12:00:00,2005,350,192,93.4,2,Gilze-Rije
2006-08-22 02:00:00,2006,350,192,99.1,2,Gilze-Rije
2013-09-16 02:00:00,2013,350,192,92.3,2,Gilze-Rije
1979-05-30 20:00:00,1979,350,1,34.2,5,Gilze-Rije
2005-09-10 00:00:00,2005,350,1,30.0,5,Gilze-Rije
2006-08-19 18:00:00,2006,350,1,30.4,5,Gilze-Rije
2007-06-08 16:00:00,2007,350,1,26.4,5,Gilze-Rije
2008-07-28 03:00:00,2008,350,1,26.1,5,Gilze-Rije
2013-07-27 23:00:00,2013,350,1,31.0,5,Gilze-Rije
2020-06-26 17:00:00,2020,350,1,32.5,5,Gilze-Rije
1979-05-30 21:00:00,1979,350,2,44.4,5,Gilze-Rije
1983-04-27 02:00:00,1983,350,2,37.4,5,Gilze-Rije
2005-09-10 00:00:00,2005,350,2,53.3,5,Gilze-Rije
2006-08-19 18:00:00,2006,350,2,33.0,5,Gilze-Rije
2008-07-28 04:00:00,2008,350,2,50.6,5,Gilze-Rije
2010-08-26 21:00:00,2010,350,2,37.9,5,Gilze-Rije
2013-07-28 00:00:00,2013,350,2,33.1,5,Gilze-Rije
2020-06-26 18:00:00,2020,350,2,33.0,5,Gilze-Rije
1979-05-30 23:00:00,1979,350,4,48.6,5,Gilze-Rije
1980-07-20 19:00:00,1980,350,4,39.9,5,Gilze-Rije
1983-04-27 04:00:00,1983,350,4,55.3,5,Gilze-Rije
2005-09-10 01:00:00,2005,350,4,54.4,5,Gilze-Rije
2008-07-28 06:00:00,2008,350,4,53.6,5,Gilze-Rije
2010-08-26 22:00:00,2010,350,4,40.4,5,Gilze-Rije
2020-06-26 20:00:00,2020,350,4,44.5,5,Gilze-Rije
1979-05-31 03:00:00,1979,350,8,49.7,5,Gilze-Rije
1980-07-20 19:00:00,1980,350,8,59.9,5,Gilze-Rije
1983-04-27 08:00:00,1983,350,8,63.0,5,Gilze-Rije
2005-09-10 02:00:00,2005,350,8,54.5,5,Gilze-Rije
2008-07-28 09:00:00,2008,350,8,57.4,5,Gilze-Rije
2010-08-27 02:00:00,2010,350,8,45.8,5,Gilze-Rije
2016-05-30 17:00:00,2016,350,8,43.2,5,Gilze-Rije
2020-06-27 00:00:00,2020,350,8,51.6,5,Gilze-Rije
1979-05-31 06:00:00,1979,350,12,50.1,5,Gilze-Rije
1980-07-20 21:00:00,1980,350,12,65.3,5,Gilze-Rije
1983-04-27 11:00:00,1983,350,12,63.7,5,Gilze-Rije
1988-09-25 03:00:00,1988,350,12,55.3,5,Gilze-Rije
2005-09-10 01:00:00,2005,350,12,54.6,5,Gilze-Rije
2008-07-28 10:00:00,2008,350,12,58.7,5,Gilze-Rije
2010-08-27 05:00:00,2010,350,12,47.0,5,Gilze-Rije
2016-05-30 20:00:00,2016,350,12,55.8,5,Gilze-Rije
2020-06-27 02:00:00,2020,350,12,51.6,5,Gilze-Rije
1980-07-21 09:00:00,1980,350,24,72.4,5,Gilze-Rije
1983-04-27 18:00:00,1983,350,24,64.3,5,Gilze-Rije
1988-09-25 12:00:00,1988,350,24,69.8,5,Gilze-Rije
2005-09-10 22:00:00,2005,350,24,80.0,5,Gilze-Rije
2008-07-28 14:00:00,2008,350,24,58.7,5,Gilze-Rije
2016-05-30 21:00:00,2016,350,24,58.7,5,Gilze-Rije
1980-07-21 06:00:00,1980,350,48,77.4,5,Gilze-Rije
1988-09-25 10:00:00,1988,350,48,82.7,5,Gilze-Rije
2005-09-11 08:00:00,2005,350,48,80.7,5,Gilze-Rije
2016-05-31 05:00:00,2016,350,48,67.9,5,Gilze-Rije
1980-07-21 05:00:00,1980,350,72,79.8,5,Gilze-Rije
1984-09-10 14:00:00,1984,350,72,78.8,5,Gilze-Rije
1988-09-26 01:00:00,1988,350,72,85.1,5,Gilze-Rije
2005-09-12 13:00:00,2005,350,72,80.7,5,Gilze-Rije
1984-09-11 02:00:00,1984,350,96,91.1,5,Gilze-Rije
1988-09-27 09:00:00,1988,350,96,87.0,5,Gilze-Rije
1982-10-15 05:00:00,1982,350,192,111.5,5,Gilze-Rije
1984-09-15 06:00:00,1984,350,192,115.5,5,Gilze-Rije
1998-11-01 13:00:00,1998,350,192,112.3,5,Gilze-Rije
1979-05-30 20:00:00,1979,350,1,34.2,10,Gilze-Rije
2020-06-26 17:00:00,2020,350,1,32.5,10,Gilze-Rije
1979-05-30 21:00:00,1979,350,2,44.4,10,Gilze-Rije
1983-04-27 02:00:00,1983,350,2,37.4,10,Gilze-Rije
2005-09-10 00:00:00,2005,350,2,53.3,10,Gilze-Rije
2008-07-28 04:00:00,2008,350,2,50.6,10,Gilze-Rije
2010-08-26 21:00:00,2010,350,2,37.9,10,Gilze-Rije
1979-05-30 23:00:00,1979,350,4,48.6,10,Gilze-Rije
1983-04-27 04:00:00,1983,350,4,55.3,10,Gilze-Rije
2005-09-10 01:00:00,2005,350,4,54.4,10,Gilze-Rije
2008-07-28 06:00:00,2008,350,4,53.6,10,Gilze-Rije
2020-06-26 20:00:00,2020,350,4,44.5,10,Gilze-Rije
1979-05-31 03:00:00,1979,350,8,49.7,10,Gilze-Rije
1980-07-20 19:00:00,1980,350,8,59.9,10,Gilze-Rije
1983-04-27 07:00:00,1983,350,8,63.0,10,Gilze-Rije
2005-09-10 04:00:00,2005,350,8,54.5,10,Gilze-Rije
2008-07-28 09:00:00,2008,350,8,57.4,10,Gilze-Rije
2020-06-27 00:00:00,2020,350,8,51.6,10,Gilze-Rije
1980-07-20 21:00:00,1980,350,12,65.3,10,Gilze-Rije
1983-04-27 10:00:00,1983,350,12,63.7,10,Gilze-Rije
1988-09-25 03:00:00,1988,350,12,55.3,10,Gilze-Rije
2005-09-10 04:00:00,2005,350,12,54.6,10,Gilze-Rije
2008-07-28 09:00:00,2008,350,12,58.7,10,Gilze-Rije
2016-05-30 20:00:00,2016,350,12,55.8,10,Gilze-Rije
1980-07-21 09:00:00,1980,350,24,72.4,10,Gilze-Rije
1983-04-27 23:00:00,1983,350,24,64.3,10,Gilze-Rije
1988-09-25 12:00:00,1988,350,24,69.8,10,Gilze-Rije
2005-09-10 22:00:00,2005,350,24,80.0,10,Gilze-Rije
1980-07-21 06:00:00,1980,350,48,77.4,10,Gilze-Rije
1988-09-25 10:00:00,1988,350,48,82.7,10,Gilze-Rije
2005-09-11 00:00:00,2005,350,48,80.7,10,Gilze-Rije
1988-09-25 23:00:00,1988,350,72,85.1,10,Gilze-Rije
1979-05-30 21:00:00,1979,350,2,44.4,20,Gilze-Rije
2005-09-10 00:00:00,2005,350,2,53.3,20,Gilze-Rije
2008-07-28 04:00:00,2008,350,2,50.6,20,Gilze-Rije
1983-04-27 04:00:00,1983,350,4,55.3,20,Gilze-Rije
2005-09-10 01:00:00,2005,350,4,54.4,20,Gilze-Rije
2008-07-28 06:00:00,2008,350,4,53.6,20,Gilze-Rije
1980-07-20 19:00:00,1980,350,8,59.9,20,Gilze-Rije
1983-04-27 07:00:00,1983,350,8,63.0,20,Gilze-Rije
1980-07-20 21:00:00,1980,350,12,65.3,20,Gilze-Rije
1983-04-27 10:00:00,1983,350,12,63.7,20,Gilze-Rije
2005-09-10 22:00:00,2005,350,24,80.0,20,Gilze-Rije
1986-08-22 18:00:00,1986,370,1,20.2,2,Eindhoven
1987-07-22 19:00:00,1987,370,1,21.9,2,Eindhoven
1997-08-25 16:00:00,1997,370,1,24.2,2,Eindhoven
2004-07-21 17:00:00,2004,370,1,33.2,2,Eindhoven
2004-08-18 18:00:00,2004,370,1,22.6,2,Eindhoven
2011-06-28 19:00:00,2011,370,1,26.3,2,Eindhoven
2022-06-05 15:00:00,2022,370,1,24.9,2,Eindhoven
1986-08-22 19:00:00,1986,370,2,24.8,2,Eindhoven
1990-06-27 01:00:00,1990,370,2,24.2,2,Eindhoven
1993-05-09 00:00:00,1993,370,2,25.2,2,Eindhoven
1995-05-28 22:00:00,1995,370,2,26.1,2,Eindhoven
1997-08-25 16:00:00,1997,370,2,31.1,2,Eindhoven
1998-09-03 07:00:00,1998,370,2,29.9,2,Eindhoven
2001-08-02 22:00:00,2001,370,2,25.2,2,Eindhoven
2004-07-21 18:00:00,2004,370,2,34.7,2,Eindhoven
2011-06-28 20:00:00,2011,370,2,26.8,2,Eindhoven
2014-09-24 17:00:00,2014,370,2,29.5,2,Eindhoven
2022-06-05 15:00:00,2022,370,2,31.5,2,Eindhoven
1993-05-09 01:00:00,1993,370,4,30.7,2,Eindhoven
1995-05-28 23:00:00,1995,370,4,31.3,2,Eindhoven
1996-08-13 04:00:00,1996,370,4,34.1,2,Eindhoven
1997-08-25 18:00:00,1997,370,4,31.1,2,Eindhoven
1998-09-03 07:00:00,1998,370,4,30.0,2,Eindhoven
2004-07-21 18:00:00,2004,370,4,34.7,2,Eindhoven
2011-06-28 22:00:00,2011,370,4,29.2,2,Eindhoven
2013-09-09 22:00:00,2013,370,4,28.9,2,Eindhoven
2014-09-24 18:00:00,2014,370,4,30.0,2,Eindhoven
2022-06-05 15:00:00,2022,370,4,38.8,2,Eindhoven
1993-09-16 13:00:00,1993,370,8,37.2,2,Eindhoven
1995-05-28 23:00:00,1995,370,8,36.2,2,Eindhoven
1996-08-13 04:00:00,1996,370,8,47.1,2,Eindhoven
1996-08-29 00:00:00,1996,370,8,35.1,2,Eindhoven
1998-09-03 07:00:00,1998,370,8,35.7,2,Eindhoven
2004-07-21 23:00:00,2004,370,8,34.7,2,Eindhoven
2009-11-23 18:00:00,2009,370,8,34.3,2,Eindhoven
2011-06-29 02:00:00,2011,370,8,35.4,2,Eindhoven
2013-09-09 23:00:00,2013,370,8,33.5,2,Eindhoven
2022-06-05 18:00:00,2022,370,8,46.9,2,Eindhoven
1993-09-16 17:00:00,1993,370,12,38.2,2,Eindhoven
1995-05-29 02:00:00,1995,370,12,36.6,2,Eindhoven
1996-08-13 07:00:00,1996,370,12,48.8,2,Eindhoven
1996-08-29 04:00:00,1996,370,12,47.5,2,Eindhoven
1998-11-01 05:00:00,1998,370,12,37.1,2,Eindhoven
2009-11-23 20:00:00,2009,370,12,42.9,2,Eindhoven
2016-06-13 22:00:00,2016,370,12,38.2,2,Eindhoven
2022-06-05 22:00:00,2022,370,12,47.2,2,Eindhoven
1986-08-23 14:00:00,1986,370,24,54.4,2,Eindhoven
1993-09-17 03:00:00,1993,370,24,44.3,2,Eindhoven
1996-08-13 04:00:00,1996,370,24,51.7,2,Eindhoven
1996-08-29 06:00:00,1996,370,24,62.8,2,Eindhoven
1998-09-03 15:00:00,1998,370,24,45.2,2,Eindhoven
2009-11-24 01:00:00,2009,370,24,44.4,2,Eindhoven
2016-06-13 21:00:00,2016,370,24,48.3,2,Eindhoven
2022-06-05 19:00:00,2022,370,24,48.3,2,Eindhoven
1986-08-23 09:00:00,1986,370,48,54.9,2,Eindhoven
1996-08-13 15:00:00,1996,370,48,59.9,2,Eindhoven
1996-08-30 06:00:00,1996,370,48,70.1,2,Eindhoven
1998-09-04 00:00:00,1998,370,48,66.5,2,Eindhoven
2005-11-26 15:00:00,2005,370,48,58.6,2,Eindhoven
2013-09-11 15:00:00,2013,370,48,57.7,2,Eindhoven
2016-06-14 03:00:00,2016,370,48,65.5,2,Eindhoven
1996-08-30 18:00:00,1996,370,72,74.4,2,Eindhoven
1998-09-04 05:00:00,1998,370,72,67.6,2,Eindhoven
2013-09-11 02:00:00,2013,370,72,71.0,2,Eindhoven
2014-07-10 23:00:00,2014,370,72,62.6,2,Eindhoven
2016-06-15 15:00:00,2016,370,72,74.9,2,Eindhoven
1996-09-01 06:00:00,1996,370,96,74.8,2,Eindhoven
1998-09-06 00:00:00,1998,370,96,73.1,2,Eindhoven
1998-11-01 05:00:00,1998,370,96,72.1,2,Eindhoven
2013-09-11 13:00:00,2013,370,96,75.9,2,Eindhoven
2016-06-15 22:00:00,2016,370,96,87.1,2,Eindhoven
1998-09-10 00:00:00,1998,370,192,96.5,2,Eindhoven
1998-11-01 15:00:00,1998,370,192,106.5,2,Eindhoven
2003-01-03 23:00:00,2003,370,192,95.2,2,Eindhoven
2009-11-29 00:00:00,2009,370,192,91.2,2,Eindhoven
2013-09-16 01:00:00,2013,370,192,91.0,2,Eindhoven
2016-06-20 15:00:00,2016,370,192,102.6,2,Eindhoven
2004-07-21 17:00:00,2004,370,1,33.2,5,Eindhoven
2011-06-28 19:00:00,2011,370,1,26.3,5,Eindhoven
1997-08-25 16:00:00,1997,370,2,31.1,5,Eindhoven
2004-07-21 18:00:00,2004,370,2,34.7,5,Eindhoven
2022-06-05 15:00:00,2022,370,2,31.5,5,Eindhoven
2022-06-05 15:00:00,2022,370,4,38.8,5,Eindhoven
1996-08-13 04:00:00,1996,370,8,47.1,5,Eindhoven
2022-06-05 18:00:00,2022,370,8,46.9,5,Eindhoven
1996-08-13 07:00:00,1996,370,12,48.8,5,Eindhoven
1996-08-29 04:00:00,1996,370,12,47.5,5,Eindhoven
2022-06-05 19:00:00,2022,370,12,47.2,5,Eindhoven
1986-08-23 10:00:00,1986,370,24,54.4,5,Eindhoven
1996-08-29 06:00:00,1996,370,24,62.8,5,Eindhoven
1996-08-30 06:00:00,1996,370,48,70.1,5,Eindhoven
1998-09-03 23:00:00,1998,370,48,66.5,5,Eindhoven
1996-08-31 01:00:00,1996,370,72,74.4,5,Eindhoven
2016-06-15 15:00:00,2016,370,72,74.9,5,Eindhoven
2016-06-15 22:00:00,2016,370,96,87.1,5,Eindhoven
1998-11-01 15:00:00,1998,370,192,106.5,5,Eindhoven
2004-07-21 17:00:00,2004,370,1,33.2,10,Eindhoven
1979-05-30 22:00:00,1979,375,1,22.7,2,Volkel
1987-07-16 18:00:00,1987,375,1,21.8,2,Volkel
1988-07-23 21:00:00,1988,375,1,27.4,2,Volkel
1996-06-08 14:00:00,1996,375,1,53.7,2,Volkel
2004-07-21 18:00:00,2004,375,1,41.9,2,Volkel
2010-08-26 22:00:00,2010,375,1,21.1,2,Volkel
2012-05-20 19:00:00,2012,375,1,26.8,2,Volkel
2012-05-23 18:00:00,2012,375,1,22.8,2,Volkel
2016-05-30 16:00:00,2016,375,1,30.8,2,Volkel
2020-06-26 20:00:00,2020,375,1,60.3,2,Volkel
2022-09-28 14:00:00,2022,375,1,20.9,2,Volkel
1987-07-21 09:00:00,1987,375,2,36.0,2,Volkel
1988-07-23 21:00:00,1988,375,2,34.0,2,Volkel
1995-05-25 19:00:00,1995,375,2,26.9,2,Volkel
1996-06-08 15:00:00,1996,375,2,56.9,2,Volkel
2004-07-21 18:00:00,2004,375,2,59.9,2,Volkel
2008-06-02 22:00:00,2008,375,2,29.6,2,Volkel
2012-05-20 19:00:00,2012,375,2,29.2,2,Volkel
2012-05-23 18:00:00,2012,375,2,34.1,2,Volkel
2016-05-30 16:00:00,2016,375,2,36.5,2,Volkel
2020-06-26 20:00:00,2020,375,2,74.9,2,Volkel
2022-09-28 15:00:00,2022,375,2,30.9,2,Volkel
1987-07-21 10:00:00,1987,375,4,36.5,2,Volkel
1988-07-23 22:00:00,1988,375,4,35.6,2,Volkel
1988-09-24 18:00:00,1988,375,4,32.5,2,Volkel
1996-06-08 15:00:00,1996,375,4,57.2,2,Volkel
2004-07-21 20:00:00,2004,375,4,59.9,2,Volkel
2008-06-02 23:00:00,2008,375,4,29.8,2,Volkel
2011-08-23 12:00:00,2011,375,4,33.8,2,Volkel
2012-05-20 20:00:00,2012,375,4,30.0,2,Volkel
2012-05-23 20:00:00,2012,375,4,36.4,2,Volkel
2016-05-30 17:00:00,2016,375,4,38.9,2,Volkel
2017-07-12 11:00:00,2017,375,4,30.1,2,Volkel
2020-06-26 22:00:00,2020,375,4,83.1,2,Volkel
2022-09-28 16:00:00,2022,375,4,35.1,2,Volkel
1978-09-30 20:00:00,1978,375,8,41.9,2,Volkel
1987-07-21 11:00:00,1987,375,8,36.5,2,Volkel
1988-07-23 22:00:00,1988,375,8,35.6,2,Volkel
1988-09-24 22:00:00,1988,375,8,44.0,2,Volkel
1996-06-08 15:00:00,1996,375,8,57.7,2,Volkel
2004-07-21 18:00:00,2004,375,8,60.0,2,Volkel
2008-06-03 04:00:00,2008,375,8,38.8,2,Volkel
2011-08-23 12:00:00,2011,375,8,35.2,2,Volkel
2012-05-24 00:00:00,2012,375,8,37.5,2,Volkel
2016-05-30 16:00:00,2016,375,8,49.5,2,Volkel
2017-07-12 12:00:00,2017,375,8,41.2,2,Volkel
2020-06-27 02:00:00,2020,375,8,85.8,2,Volkel
2022-09-28 16:00:00,2022,375,8,35.1,2,Volkel
1978-09-30 20:00:00,1978,375,12,45.1,2,Volkel
1980-07-20 23:00:00,1980,375,12,37.1,2,Volkel
1987-07-21 16:00:00,1987,375,12,37.7,2,Volkel
1988-07-24 07:00:00,1988,375,12,37.5,2,Volkel
1988-09-25 02:00:00,1988,375,12,55.7,2,Volkel
1996-06-08 19:00:00,1996,375,12,58.0,2,Volkel
1996-08-29 03:00:00,1996,375,12,37.4,2,Volkel
1998-09-14 22:00:00,1998,375,12,38.4,2,Volkel
1998-11-01 05:00:00,1998,375,12,36.7,2,Volkel
2004-07-21 18:00:00,2004,375,12,60.0,2,Volkel
2008-06-03 06:00:00,2008,375,12,39.7,2,Volkel
2011-08-23 12:00:00,2011,375,12,43.2,2,Volkel
2012-05-24 03:00:00,2012,375,12,39.4,2,Volkel
2016-05-30 17:00:00,2016,375,12,63.4,2,Volkel
2017-07-12 12:00:00,2017,375,12,44.2,2,Volkel
2020-06-27 06:00:00,2020,375,12,85.8,2,Volkel
1978-10-01 08:00:00,1978,375,24,48.8,2,Volkel
1988-09-25 13:00:00,1988,375,24,68.7,2,Volkel
1996-06-09 01:00:00,1996,375,24,58.0,2,Volkel
1998-09-15 08:00:00,1998,375,24,48.6,2,Volkel
2002-08-21 17:00:00,2002,375,24,45.7,2,Volkel
2004-07-22 03:00:00,2004,375,24,60.0,2,Volkel
2005-11-25 21:00:00,2005,375,24,54.6,2,Volkel
2011-08-23 15:00:00,2011,375,24,44.9,2,Volkel
2016-05-30 21:00:00,2016,375,24,68.0,2,Volkel
2017-07-12 14:00:00,2017,375,24,45.4,2,Volkel
2020-06-27 18:00:00,2020,375,24,86.3,2,Volkel
1978-09-30 22:00:00,1978,375,48,55.4,2,Volkel
1987-07-21 12:00:00,1987,375,48,57.1,2,Volkel
1988-09-25 10:00:00,1988,375,48,81.2,2,Volkel
1996-06-09 10:00:00,1996,375,48,58.0,2,Volkel
1996-08-30 11:00:00,1996,375,48,54.4,2,Volkel
2004-07-21 20:00:00,2004,375,48,73.8,2,Volkel
2005-11-26 21:00:00,2005,375,48,69.3,2,Volkel
2013-09-11 16:00:00,2013,375,48,55.0,2,Volkel
2016-06-01 05:00:00,2016,375,48,68.2,2,Volkel
2020-06-27 22:00:00,2020,375,48,87.1,2,Volkel
1986-10-22 20:00:00,1986,375,72,62.8,2,Volkel
1988-09-26 06:00:00,1988,375,72,82.8,2,Volkel
2004-07-23 07:00:00,2004,375,72,84.7,2,Volkel
2005-11-27 14:00:00,2005,375,72,77.9,2,Volkel
2013-09-11 01:00:00,2013,375,72,70.6,2,Volkel
2014-07-11 03:00:00,2014,375,72,68.3,2,Volkel
2016-05-30 21:00:00,2016,375,72,79.6,2,Volkel
2020-06-28 21:00:00,2020,375,72,87.1,2,Volkel
1986-10-23 04:00:00,1986,375,96,72.0,2,Volkel
1987-07-21 12:00:00,1987,375,96,79.2,2,Volkel
1988-09-27 10:00:00,1988,375,96,84.6,2,Volkel
1998-11-01 05:00:00,1998,375,96,72.5,2,Volkel
2002-08-24 17:00:00,2002,375,96,76.3,2,Volkel
2004-07-23 13:00:00,2004,375,96,84.7,2,Volkel
2005-11-27 17:00:00,2005,375,96,77.9,2,Volkel
2012-05-24 01:00:00,2012,375,96,71.6,2,Volkel
2013-09-12 01:00:00,2013,375,96,74.1,2,Volkel
2016-05-30 23:00:00,2016,375,96,79.7,2,Volkel
2020-06-30 18:00:00,2020,375,96,87.5,2,Volkel
1987-07-22 15:00:00,1987,375,192,113.0,2,Volkel
1998-09-17 10:00:00,1998,375,192,99.8,2,Volkel
1998-11-01 15:00:00,1998,375,192,114.4,2,Volkel
2004-07-25 14:00:00,2004,375,192,105.0,2,Volkel
2010-08-30 15:00:00,2010,375,192,97.6,2,Volkel
2013-09-16 01:00:00,2013,375,192,91.3,2,Volkel
2016-05-30 16:00:00,2016,375,192,100.5,2,Volkel
2016-06-20 16:00:00,2016,375,192,90.6,2,Volkel
2020-07-04 16:00:00,2020,375,192,110.9,2,Volkel
1988-07-23 21:00:00,1988,375,1,27.4,5,Volkel
1996-06-08 14:00:00,1996,375,1,53.7,5,Volkel
2004-07-21 18:00:00,2004,375,1,41.9,5,Volkel
2012-05-20 19:00:00,2012,375,1,26.8,5,Volkel
2016-05-30 16:00:00,2016,375,1,30.8,5,Volkel
2020-06-26 20:00:00,2020,375,1,60.3,5,Volkel
1987-07-21 09:00:00,1987,375,2,36.0,5,Volkel
1988-07-23 21:00:00,1988,375,2,34.0,5,Volkel
1996-06-08 15:00:00,1996,375,2,56.9,5,Volkel
2004-07-21 18:00:00,2004,375,2,59.9,5,Volkel
2012-05-23 18:00:00,2012,375,2,34.1,5,Volkel
2016-05-30 16:00:00,2016,375,2,36.5,5,Volkel
2020-06-26 20:00:00,2020,375,2,74.9,5,Volkel
2022-09-28 15:00:00,2022,375,2,30.9,5,Volkel
1987-07-21 10:00:00,1987,375,4,36.5,5,Volkel
1996-06-08 16:00:00,1996,375,4,57.2,5,Volkel
2004-07-21 18:00:00,2004,375,4,59.9,5,Volkel
2012-05-23 20:00:00,2012,375,4,36.4,5,Volkel
2016-05-30 17:00:00,2016,375,4,38.9,5,Volkel
2020-06-26 22:00:00,2020,375,4,83.1,5,Volkel
